,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Boiler Section,Boiler Range,Feature 4,Setting Range,Dimensions mm (H x W x D),Application,Range,Feature 5,Feature 6,Warranty,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Installation Type,Number of Channels,Pack Quantity,Voltage (V),Feature 7,Feature 8,Feature 9,Feature 10,Attachment 5,Attachment 6,Operating Temperature Range (C),Connection,Thread Standard,Max Set Pressure,Connection Gender,Material,Thread Size,Maximum Operating Temperature,Feature 11,Feature 12,Feature 13,Feature 14,Connection Size,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Weight,Attachment 7,Attachment 8,Connection Type,Working Pressure,Number of Ports,Operator Type,Seal Material,Size,Feature 15,Feature 16,Colour,Standards,Operating Temperature,Attachment Type,Pipe Diameter,Pressure Rating,Diameter,Range For Use With,Material Type,Min Outlet Pressure,Max Outlet Pressure
543,P303898,"Siemens 4 port fan coil unit valve 1/2"" kv=1.0",Siemens,46.31,"This Siemens three port seat valve with bypass and 1/2"" male threaded connections is designed for the control of terminal units, chilled ceilings or heating zones.","Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens 4 port fan coil unit valve 1/2"" kv=1.0",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/99/NW-303898_303899_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/tr/Siemens_VVGVXGVVIVXIVXPVVPVMP_EN_TR.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/rn/Siemens_VV_VX_VMP47_EnvironDeclrn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Siemens_VVP47_VXP47_VMP47_S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_VVP47_VXP47_VMP47_S_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,P451039,Secure HRT4 HRT4-A room thermostat mains powered,Secure,23.26,"Suitable for new or replacement installation, the mains powered Secure HRT4-A thermostat offers load compensation with a temperature setting range of 5 to 30°C. Helping to save energy, this control technology can be used in most types of heating systems compatible with a 230V mains electrical on/off signal, producing savings of up to 10%. HRT4-A has a temperature control accuracy of +/- 0.5°C with settings suitable for gas, oil and electric systems to reduce temperature swing. Compatible with a variety of programmers and zone valves, this thermostat can help you to create a bespoke heating system.",Heating/Central Heating Controls/Central Heating Controls.csv -> Secure HRT4 HRT4-A room thermostat mains powered,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/39/NW-451039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Secure_HRT4-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Secure_HRT4-A_HFT4_HTT4_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,P323945,Schneider Electric monobloc linkage kit,Schneider Electric,166.46,This Schneider Electric LK2702 monobloc linkage kit is suitable for the MB three port screwed rotary shoe valve.,Heating/Central Heating Controls/Central Heating Controls.csv -> Schneider Electric monobloc linkage kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/45/NW-323945_wm.jpg,,,,,N,9141071000,Linkage Kit,N,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,P538061,Altecnic Intaball AI-373222 T-handle ball valve 22mm Blue,Altecnic,20.18,"Suitable for copper or steel pipe systems, the Altecnic Intaball ball valve with blue handle incorporates 22mm compression ends and threaded adapters for compatibility with alternative pipe materials. Able to isolate individual outlets or provide isolation for Y strainers or control valves during maintenance, this valve can also be employed in larger systems for isolation in heating, on the primary side of HWS and cold water services. Offering bi-directional flow and reliable resistance to wear, the Intaball valve is also suitable for industrial air and non-corrosive liquid applications.",Heating/Central Heating Controls/Central Heating Controls.csv -> Altecnic Intaball AI-373222 T-handle ball valve 22mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/61/NW-538061_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,P421523,"Cavsa Air vent 118-2003 air vent 1"" valves",Cavsa,271.26,"Designed with a float mechanism, the Altecnic Cavsa air vent valve hydraulically isolates the full riser from the atmosphere. Made of glass-reinforced nylon, this valve is fitted with an adapted non-return valve and has a 1"" male BSP connection.","Heating/Central Heating Controls/Central Heating Controls.csv -> Cavsa Air vent 118-2003 air vent 1"" valves",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/23/NW-421523_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_Cavsa_118_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/id/e_/Altecnic_Domestic_Product_Guide_.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,P538039,Altecnic Intaball AI-373RB2 T-handle ball valve 22mm Red,Altecnic,20.11,"Suitable for copper or steel pipe systems, the Altecnic Intaball ball valve with red handle incorporates 22mm compression ends and threaded adapters for compatibility with alternative pipe materials. Able to isolate individual outlets or provide isolation for Y strainers or control valves during maintenance, this valve can also be employed in larger systems for isolation in heating, on the primary side of HWS and cold water services. Offering bi-directional flow and reliable resistance to wear, the Intaball valve is also suitable for industrial air and non-corrosive liquid applications.",Heating/Central Heating Controls/Central Heating Controls.csv -> Altecnic Intaball AI-373RB2 T-handle ball valve 22mm Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/60/NW-538038_538060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,P301540,"Watts Industries Powerseat Eco flanged powerseat 6"" 230v",Watts Industries,4320.31,"Offering extremely high flow rates, this electro-hydraulically operated Watts Industries Black Teknigas Powerseat Eco family gas safety shut-off valve is supplied with 6"" connections, removable strainer and a range of switching options. Providing on-off general and safety control of low pressure combustible gases, air and oil, this shut-off valve is suitable for use with 1st (town gas), 2nd (natural gas) and 3rd (LPG) families and offers compatibility with oil with a viscosity of up to 200 seconds Redwood.","Heating/Central Heating Controls/Central Heating Controls.csv -> Watts Industries Powerseat Eco flanged powerseat 6"" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/40/NW-301540_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,P307013,ESBE 3F 3port flanged iron valve 80mm kv150,ESBE,528.92,"Supplied with a 80mm PN6 flange connection, this ESBE series 3F three-way mixing valve is made of a robust cast iron suitable for heating and cooling installations. Mixing or diverting up to 6 bar, this valve is ideal for use with ESBE actuators and controllers.",Heating/Central Heating Controls/Central Heating Controls.csv -> ESBE 3F 3port flanged iron valve 80mm kv150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/14/NW-307013_307014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_F_Series_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_3F_Series_Mixing_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_3F_4F_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,P303873,Siemens 2-port fan coil unit valve 3/4'' kV=2.5,Siemens,27.64,"This Siemens two port seat valve with 3/4"" male threaded connections is designed for control of terminal units, chilled ceilings or heating zones.",Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens 2-port fan coil unit valve 3/4'' kV=2.5,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/73/NW-303873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/tr/Siemens_VVGVXGVVIVXIVXPVVPVMP_EN_TR.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/rn/Siemens_VV_VX_VMP47_EnvironDeclrn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Siemens_VVP47_VXP47_VMP47_S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_VVP47_VXP47_VMP47_S_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,P311534,Belimo SMA damper actuator SDPT IP54 20Nm 150s,Belimo,233.0,"With an actuating torque of 20Nm, this Belimo SMA-S damper actuator is suitable for adjusting dampers with a cross section of up to 4M² in technical building installations. Offering straightforward direct mounting on the damper shaft using a universal shaft clamp, this actuator is supplied with an anti-rotation device.",Heating/Central Heating Controls/Central Heating Controls.csv -> Belimo SMA damper actuator SDPT IP54 20Nm 150s,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/34/NW-311534_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_SM230A-S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_SM-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_SM230A-S_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,P761351,Danfoss Prosa PR-SC4 connector kit direct internet connection,Danfoss,643.01,"This Danfoss PR-SC4 monitoring unit device brings beverage dispensers and goods storage cold rooms into the Internet of Things (IoT). Designed to communicate with Prosa system diagnostic parameters and alarms related to the temperatures of the storage equipment, PR-SC4 operates alongside the electronic thermostats of cooling equipment wherever available.",Heating/Central Heating Controls/Central Heating Controls.csv -> Danfoss Prosa PR-SC4 connector kit direct internet connection,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/51/NW-761351_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_000101_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,P493561,Advanced Water ZRC214004 rubber seat pressure relief expansion cartridge 6bar Blue,Advanced Water,33.34,This RWC 6 bar pressure relief expansion cartridge has a blue plastic twist cap and rubber seat.,Heating/Central Heating Controls/Central Heating Controls.csv -> Advanced Water ZRC214004 rubber seat pressure relief expansion cartridge 6bar Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/61/493561_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,P246434,Danfoss RA-DV 15 UK valve,Danfoss,65.25,"Made of brass with nickel plating, this Danfoss Dynamic Valve RA-DV radiator valve is suitable for use in a two-pipe heating system and offers compatibility with any thermostatic sensor with Danfoss RA coupling. Featuring a flow limiting device, the RA-DV allows for the pre-setting of maximum water flow and is also available with a maximum water flow of 10 to 135L/h. This radiator valve has a built-in pressure regulator which keeps it to a constant 0.1 bar of differential pressure, ensuring the set flow is maintained. It is supplied with a protective cap for manual regulation during construction.",Heating/Central Heating Controls/Central Heating Controls.csv -> Danfoss RA-DV 15 UK valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/34/NW-246434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/to/ry/Danfoss_Dynamic_Valve_FT_Case_Story.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Danfoss_R_Thermostats_Prdt_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Dynamic_Valve_Owner_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_RA-DV_Radiator_Valve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Danfoss_Dynamic_Valve_Designer_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Dynamic_Valve_RADV_App_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/to/ry/Danfoss_Dynamic_Valve_Case_Story.pdf,,,,,,,,,,,,,,,,,,,,
556,P301512,Watts Industries Powerseat Eco flanged powerseat valve 100mm 230v,Watts Industries,1966.01,"Offering extremely high flow rates, this electro-hydraulically operated Watts Industries Black Teknigas Powerseat Eco family gas safety shut-off valve is supplied with 100mm connections, removable strainer and a range of switching options. Providing on-off general and safety control of low pressure combustible gases, air and oil, this shut-off valve is suitable for use with 1st (town gas), 2nd (natural gas) and 3rd (LPG) families and offers compatibility with oil with a viscosity of up to 200 seconds Redwood.",Heating/Central Heating Controls/Central Heating Controls.csv -> Watts Industries Powerseat Eco flanged powerseat valve 100mm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-301510_301512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,P311515,Belimo spdt auxillary switch (Pair),Belimo,75.8,"Designed for mounting to a direct coupled actuator, the Belimo S2A 250 VAC auxiliary switch indicates at the point which a chosen damper position is reached. Alternatively, it can be used to interface with additional controls for a specified control sequence. Mounting directly onto LM, NM, AM, and GM type actuators, this modular unit is securely locked into place by means of simple grooves on the actuator's sides.",Heating/Central Heating Controls/Central Heating Controls.csv -> Belimo spdt auxillary switch (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/15/NW-311515_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Belimo_Damper-Actuators_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Belimo_S2A_AuxiliarySwitch_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Belimo_S1-2A_AuxiliarySwitch_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,P301749,"Watts Industries Black Teknigas gas solenoid valve 1.5"" 230v",Watts Industries,469.99,"This Watts Industries Black Teknigas series 2000 solenoid operated safety shut-off valve with 1 1/2"" connection is primarily used in the on/off control of low pressure 1st (town gas), 2nd (natural gas) and 3rd (LPG) family gases, but is also suitable as a control valve for automatic burners and for low pressure air applications.","Heating/Central Heating Controls/Central Heating Controls.csv -> Watts Industries Black Teknigas gas solenoid valve 1.5"" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/49/NW-301749_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Black_Teknigas_Series_2000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,P696986,Sauter AVF124 actuator,Sauter,842.76,"Offering a 500 N torque rating, this Sauter AVF124 valve actuator is suitable for female thread two way and three way valves in VUN/BUN, VUD/BUD and VUE/BUE series. The drive contains a stepper motor controlled by a SUT (Sauter universal technology) electronic unit, maintenance-free transmission and electronic force-dependent switching. Automatically adjusting to the valve stroke value, this actuator recognises the control signal used (continuous/switched), while either a linear or equipercent characteristic can be set.",Heating/Central Heating Controls/Central Heating Controls.csv -> Sauter AVF124 actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/86/NW-696986_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sauter_AVF124-125-S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Sauter_AVF124_Service_Documentation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Sauter_AVF124S_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Sauter_Valv-Act_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
