,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Connection Type,Range,Hazardous,Core Size,Core Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 3,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 2,Pack Quantity,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Model For Use With,Power Supply,Colour,Material,Feature 8,Feature 9,By Model Number,Diameter,Thickness,Warranty,Length (M),Size,Current Rating,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Weight,Dimensions mm (H x W x D),Phase,For Use With
519,P677969,Kelvion 215-210-440 drain pan heater,Kelvion,47.57,"The Kelvion Searle 215-210-440 230V, 530W drain pan heater fits post-1998 KME80 and KME95 models with round fan guards.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Kelvion 215-210-440 drain pan heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/69/NW-677969_wm.jpg,,,,,,N,,,100461633,Drain Pan Heater,N,To fit KM8095 (from 1998 - round fan guards),,,,,Models with round fan guards,,,,,,,KME80KME95,"230 V, 530 W",,,,,,,,,,,,,,,,,,,,,
520,P657960,Danfoss SC18CNX/A spare part - compressor (Single Pack),Danfoss,515.27,"A genuine Danfoss spare, this SC18CNX/A compressor is part of the brand's light commercial refrigeration range.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss SC18CNX/A spare part - compressor (Single Pack),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/sc/657898_657983_SC_wm.jpg,,,,,,N,,,118U5410,Compressor,N,Single pack,,,,,Suitable for R290 refrigerant,Single Pack,Compressor power supply 220/240V single phase 50Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,P624748,"Danfoss DCL DCL305S DCL 305S filter drier 5/8""",Danfoss,41.2,"This Danfoss DCL hermetic filter drier with 5/8"" solder ODF connection is ideal for systems operating at high condensing temperatures and requiring a higher drying capacity. It has a solid core with binding material held to an absolute minimum and contains 80% molecular sieve along with 20% activated alumina. Eliminator type DCL driers are specifically designed for those applications that need high moisture and acid adsorption capacity.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL305S DCL 305S filter drier 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/48/NW-624748_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_DCL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_DCL_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,P693972,"Danfoss DCL DCL082 filter drier flared connection 1/4""",Danfoss,18.5,"This Danfoss Eliminator DCL082 8 cu.inch hermetic filter drier with 1/4"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL082 filter drier flared connection 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/72/NW-693972_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,P684156,"Aspen Pumps Xtra reducing connector 5/8 - 3/4 - 1/4"" (Pack of 5)",Aspen Pumps,19.08,"Supplied in a pack of five, these black rubber Aspen Pumps Xtra hose-to-hose reducing connectors are suitable for 6mm, 10mm or 12mm to 16mm connections.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra reducing connector 5/8 - 3/4 - 1/4"" (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/56/NW-684156_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,P678326,Kelvion motor 70w,Kelvion,161.12,"This Kelvion Searle 1P, 70W motor is designed to fit DSR100 and DSR116.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Kelvion motor 70w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/26/NW-678326_wm.jpg,,,,,,N,,,100513434,Motor,N,To fit DSR100-116,,,,,,,,,,,,DSR100DSR116,"1P, 70 W",,,,,,,,,,,,,,,,,,,,,
525,P604637,Daikin 300464P Pcb Pc0418-1 Rzq100,Daikin,1363.97,A Daikin PC0418-1 RZQ100 PCB for air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 300464P Pcb Pc0418-1 Rzq100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/37/604637_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,P678241,Kelvion 1 phase TG motor 220/240v 50/60hz,Kelvion,106.26,A Kelvion Searle 15W 220 - 240V TG motor.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Kelvion 1 phase TG motor 220/240v 50/60hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/41/NW-678241_wm.jpg,,,,,,N,,,100461466,fan motor,N,Heat exchanger spare part,,,,D 47 / W 32 / H 32 CM,,,,,,,,,"220 to 240 VAC at 50/60Hz, 1P, 15 W",,,,,,,,,,,,,,,,,,,,,
527,P604611,Daikin 1829545 Compressor 20KW,Daikin,2783.9,The Daikin JT1FCVDKTYR 2.2kW compressor is compatible with REYQ and RXQ models.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 1829545 Compressor 20KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/11/NW-604611_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,P604684,Daikin 110642J Air Filter 725 X 167,Daikin,60.21,A Daikin 725 x 167mm air filter for VAM500FJ.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 110642J Air Filter 725 X 167,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/84/NW-604684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,P674041,Fujitsu UTGUGYAW Perforated Fascia,Fujitsu,137.76,"This Fujitsu 950 x 950mm perforated panorama flow design cassette grille is compatible with AUYG 30/36 LRLE, AUYG 36/45/54 LRLA, AUXD 18/24 GALH and AUXA 18/24/30/36/45/54 GALH units.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu UTGUGYAW Perforated Fascia,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/41/NW-674041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_CS_OP_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,P688397,Daikin BRC7FA532F Wireless Remote,Daikin,210.6,"Compact and user-friendly, the Daikin wireless remote control gives you total power of your air conditioning system. Simple to use, this remote incorporates a liquid crystal display and control buttons.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin BRC7FA532F Wireless Remote,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/97/NW-688397_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BRC7FA532F_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_BRC7FA532F_Operation_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,P667687,Pump House Type 3 CBR3-M snap-fit condensate bracket Type-3 90kg,Pump House,113.99,"With a 90kg safe working load, this Pump House Type 3 large snap-fit bracket for condensing units incorporates a unique interlocking mechanism for fast connection of the arms to the uprights. Secured with a spring-lock, the arms can't be accidentally dislodged, ensuring safe securing of the heaviest units. 100% zinc-plated and covered in a hard ED coating and external-grade polyester powder coat, the Type 3 bracket is reliably resistant to corrosion.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House Type 3 CBR3-M snap-fit condensate bracket Type-3 90kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/88/NW-667687_667688_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ke/ts/7_Type_3_Brackets.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_EasyFit_Type2_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,P695431,Pump House 7 insulation wall clamp 1-1/8 inner diameter 3/4,Pump House,12.01,"The Pump House Klo-Shure 7 insulation coupling in 1 1/8"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House 7 insulation wall clamp 1-1/8 inner diameter 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,P676693,"Copeland teflon gasket for 1"" rotalock connection (3/4"" diameter)",Copeland,3.09,"This Copeland 3/4"" diameter blue rubber gasket with 1"" rotolock connection is for use with 3DC5-100X/1000.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland teflon gasket for 1"" rotalock connection (3/4"" diameter)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/93/NW-676693_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Copeland_3DC5-100x_1000_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,P693856,"Danfoss GBC22S solder ball valve 7/8""",Danfoss,42.56,"GBC ball valves are manually operated shut-off valves suitable for applications where bi-directional flow is a requirement; GBC valves are approved for applications in liquid, suction, and hot gas lines in refrigeration and air conditioning systems; GBC valves offer maximum tightness across the seat and seal, with minimum pressure drop; GBC valves give maximum flow in the fully open position;They are designed for operation within a broad temperature range and are approved for use with any fluorinated refrigerant;Standard GBC valves may be used in applications using high pressure refrigerants, including R410A, and GBC bi-directional ball valves can be delivered with or without external access port; For CO2 applications a dedicated range is available with a max;working pressure of 90 bar (1300 psig); GBC valves are equipped with a one-piece seal cap to prevent tampering;Complies with European Safety Directive EN 378 (Safety and environmental requirements).","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss GBC22S solder ball valve 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/51/693851_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,P631682,Inaba Denko slimduct 75mm - 2000mm - White,Inaba Denko,19.44,"Suitable for internal and external use, Inaba Denko 75 - 2000mm slimduct straight trunking in white provides reliable protection for air conditioning refrigeration pipes. Paintable for ease of blending in, this highly resistant trunking supplies a professional finished appearance to any installation.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Inaba Denko slimduct 75mm - 2000mm - White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/82/631682_wm.jpg,,,,,,N,,,ID-NSD-75-W,air conditioning accessories; trunking,N,Provides pipe protection,,,,,For air conditioning systems,,White finish,UV-resistant,Fireproof,Paintable to suit surroundings,,,,,,,,,,,,,,,,,,,,,,,,
536,P688195,Daikin FXHQ100A Ceiling Mounted Vrv Fan Coil,Daikin,1668.48,"Using the Coanda effect for a discharge angle of up to 100°, the Daikin FXHQ100 ceiling-mounted VRV fan coil offers effective heating and coiling, even in high ceilinged spaces. Offering ease and economy of installation, the FXH is fitted without a ventilation device and thanks to its sleek design, with no visible grilles and flaps that lay flat when closed, it is ideal for applications where finished appearance is important.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin FXHQ100A Ceiling Mounted Vrv Fan Coil,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/95/688195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,P693864,"Danfoss DCR DCR0487S filter drier housing 7/8""",Danfoss,181.41,"This Danfoss Eliminator DCR 48 cu.inch filter drier has an interchangeable solid core and 7/8"" solder connection. It is suitable for use in liquid and suction lines in refrigeration, freezing and air conditioning systems with fluorinated refrigerants. Block holders can be used in compact units where limited space makes it difficult to insert cores into a DCR filter drier designed for three or four cores. DCR housings undergo phosphate pre-treatment and offer a corrosion-resistant powder-coated finish.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCR DCR0487S filter drier housing 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/66/NW-693864_693866_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCR_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,P684157,Aspen Pumps Xtra offset hose connector 16mm (Pack of 5),Aspen Pumps,28.83,This Aspen Pumps Xtra 16mm offset connector is suitable for connecting a wall mount to a mini pump reservoirs. It is made of black uPVC.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra offset hose connector 16mm (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/57/NW-684157_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_MiniPump_Connector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,P678751,Fujitsu UTYRVNYM Wired Remote Controller For Splits And Multi,Fujitsu,86.72,"Suitable for use with a wide range of AC units, the Fujitsu wired remote control supports a variety of user languages, including English, German, French, Spanish, Russian, Portuguese, Italian, Greek and Turkish.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu UTYRVNYM Wired Remote Controller For Splits And Multi,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/51/NW-678751_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Fujitsu_Control_System_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,P668193,Pump House Type 2 type-2 load condensing unit bracket 600kg,Pump House,52.29,"This Pump House Type 2 small steel bracket offers a 60kg safe working load. This flat-packed, self assembly bracket gives a professional finish to any installation of wall-mounted outdoor condensing units and air source heat pumps, with a crossbar for precise upright spacing and wall spacers to help level the unit on uneven walls. All components have a scratch-resistant, textured powder-coating finish designed to match in with most brands of condensing units and domestic air source heat pumps.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House Type 2 type-2 load condensing unit bracket 600kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/93/NW-668193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Type_2_CBR2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Pump_House_Type_2_Brackets_Drawing.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Type_2_Brackets_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
