,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Model For Use With,Boiler Section,Supplier Product Code,Type,WEEE Compliant,Boiler Range,Part Gas Council number,By Model Number,Feature 1,Feature 2,Feature 3,Operating Temperature,Range,Warranty,Pack Quantity,Depth (mm),Fuel Type,Weight,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,For Use With,Body Material,Dimensions mm (H x W x D),Application,Feature 9,Voltage (V),Material,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Colour,Connection Type,Thickness,Size,Operating Temperature Range (C)
669,P456319,Ravenheat digital timer,Ravenheat,80.15,"A Ravenheat timer specifically for use with CSI System, RSF, CSI, HE and Littlestar boilers.  Also known as a clock, programmer or time clock, the timer allows the boiler's user to control when heating and/or hot water is turned on and off to maximise flexibility and comfort.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ravenheat digital timer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/19/456319_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ravenheat_CSI85_CSI85-T_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,P457606,Parts 0020061654 D003202166 printed circuit board,Parts,293.54,"This printed circuit board is suitable for use in Glow-worm Betacom appliances.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Parts 0020061654 D003202166 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/06/457606_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_Betacom_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,P442532,Saunier Duval disconnector,Saunier Duval,58.06,"This Saunier Duval disconnector is designed as a replacement part for the isolation valve of Themaclassic, Isofast and Isotwin boilers.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Saunier Duval disconnector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/32/442532_wm.jpg,,,N,"F 35 E, Condens F35E, Plus F 30 E, F 24 E, Condens F 35 E, F 30 E, Plus F 24 E",Isolation Valve,S1007100,Disconnector,N,"Themaclassic, Isofast, Isotwin",E94216,"Plus F 24 E,F 30 E,Condens F35E,Plus F 30 E,F 24 E,F 35 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,P488399,Clesse Clesse LPG Automatic Changeover 2-4 Bottle Upgrade Kit,Clesse,38.73,"Using high quality BS 3212/2 LPG hosing, this Clesse LPG automatic changeover upgrade kit provides the ability to raise an installation's cylinder count by two for added convenience. The kit includes a pair of 33"" NRVEXF POL x W20 pigtails and two female x male x male NRV European-approved tee pieces.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Clesse Clesse LPG Automatic Changeover 2-4 Bottle Upgrade Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/99/488399_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Clesse_488399_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Clesse_Product_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,P422809,Ariston Actuator,Ariston,39.53,"This heating actuator bush is a genuine Ariston spare part for use in the diverter valve of microGenus, microGenus II, microGenus HE and Flow Group boilers.  A directional water device in combi boilers, a diverter valve directs hot water into either a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ariston Actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/09/422809_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Ariston_Microgenus_HE_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,P484584,Heatline diverter valve,Heatline,216.8,"This Heatline replacement diverter valve is compatible with Hydroline, Solaris, Vizo, Capriz, S Series and C Series boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Heatline diverter valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/84/484584_wm.jpg,,,N,"B24, 24PC, 24, 25, 30PC, S24 Compact, S30 Compact, 24, C 24, 28, C 28",Diverter Valve,D003200017,Diverter Valve,N,"Hydroline, Solaris, Vizo, Capriz, S Series, C Series",724823,"C 24,S24 Compact,24PC,24,S30 Compact,25,B24,28,30PC,C 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,P422276,Ariston 996065 overheat thermostat,Ariston,14.0,"This Ariston thermostat is compatible with the euroCombi, Excalibur, microCombi, microGenus II, Next, Genus, Intesa, microTEC, microGenus, Modula, T2, microGenus HE, Aco and One boiler ranges.  The thermostat allows the user to change or set the temperature of your boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ariston 996065 overheat thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/76/422276_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Ariston_Mcrgns2327MFFI_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,P448988,Morco ICB302002 primary PCB GB24 SI SII,Morco,225.33,"Morco branded, this primary C/W BCC-GB24 PCB is designed to be used in the control panel of GB24 and GB24 SII boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Morco ICB302002 primary PCB GB24 SI SII,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/88/NW-448988_wm.jpg,,,N,,Control Panel,ICB302002,,N,"GB24, GB24 SII",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,P438871,Ferroli fan assembly - 30kw,Ferroli,308.15,"A replacement fan assembly for Ferroli Falcon, Modena, Sigma and Tempra boilers.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ferroli fan assembly - 30kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/71/438871_wm.jpg,,,N,"Falcon II, 102, 102/1, 60 - 100, 30",Fan Combustion Chamber,39805890,Fan Assembly,N,"Falcon, Modena, Sigma, Tempra",E39489,"102,60 - 100,Falcon II,102/1,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,P422903,Ariston Washer,Ariston,0.73,"This sheet gasket is a genuine brand spare for use in Ariston Clas, E-System, Genus, Celtic, G24e, Moduloflame, Nexia, Aco, Celt Star, Flexiflame, E-Combi and Corvec boilers.  Gaskets are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require gaskets to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ariston Washer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/03/422903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Ariston_E-Combi_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,P445137,Halstead ignition electrode,Halstead,27.77,"This Halstead ignition electrode is supplied with a gasket and is compatible with Dimplex, Eden, WM Wilson, Ace, Wickes Combi and Club boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Halstead ignition electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/37/445137_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Halstead_Eden_CBX_SBX_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,P814449,Altecnic HIU spares heat exchanger 30 plates,Altecnic,351.22,"This Altecnic 30 plate DHW circuit heat exchanger is suitable for use with SATK20/30/50/60 heat interface units.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Altecnic HIU spares heat exchanger 30 plates,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/49/814449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Altecnic_SATK_Spares_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Altecnic_SATK_HIU_Spares_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,P413588,Saunier Duval diverter valve assembly,Saunier Duval,262.95,"A Saunier Duval replacement diverter valve suitable for installation in Thema boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Saunier Duval diverter valve assembly,,Diverter valve;Clips ;Seals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/88/413588_wm.jpg,,,N,"Condens F 18 SB, Condens F 24 E, Condens F 30 E",Diverter Valve,S1079100,Diverter Valve,N,Thema,H48980,"Condens F 30 E,Condens F 18 SB,Condens F 24 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
