,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Attachment 1,Attachment 2,Feature 1,Feature 2,Fuel Type
127,P498670,Potterton clip stat bulb,Potterton,7.3,"This thermostat bulb clip is for use in Potterton's Celsia, Profile, Profile Prima, British Gas, Netaheat Profile, Superior, FF and Prima F ranges.  Clips helps to ensure that appliances stay in one piece and connections remain secure with no loose parts.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton clip stat bulb,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/70/498670_wm.jpg,N,"Celsia 40 F1, 30E, 80E, British Gas 30 F2, Scottish Gas 80 F2, 50E, 50E Lpg, 60E Lpg, MK.I 60, Ff 55 From Potterton, 80E Lpg, 100F, 60F, 100E Lpg, 40 El, 100E, British Gas 60 F2, Celsia 80 F1, Scottish Gas 30 F2, Scottish Gas 40 F2, 30F, MK.I 40, British",Control Panel,ProfilePrima FNetaheat ProfileFFProfile PrimaBritish GasCelsia,408391,630800,Clip,N,"50E Lpg,Brit,80 El,MK.I 50,80 E,Celsia 40 F1,30E,40E,50E,40F,60E,50F,60F,80E Lpg,British Gas 30 F2,Ff 75 From Potterton,40 El,MK.I 80,100E Lpg,100F,100E,Celsia 60 F1,50 El,British Gas 50 F2,60E Lpg,Ff 55 From Potterton",,,,,
128,P410243,Potterton ignition cap,Potterton,41.23,"A Potterton spare, this ignition cap is for use on the electrode in Derwent boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton ignition cap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/43/410243_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Derwent_Compact_A_Install.pdf,,,,
129,P410199,Potterton COMC500461 gas valve,Potterton,502.67,"This gas valve is designed for Potterton's Derwent boiler.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton COMC500461 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/99/410199_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_DerwentCompactPlus_Install.pdf,,,,
130,P797520,Potterton control printed circuit board,Potterton,692.94,"This printed circuit board is suitable for use in Potterton Paramount Two appliances.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton control printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/20/797520_wm.jpg,N,"Paramount Two - 95 kW, Paramount Two - 60 kW, Paramount Two - 30 kW, Paramount Two - 115 kW, Paramount Two - 40 kW, Paramount Two - 80 kW",Control Panel,Paramount Two,,640640,Printed Circuit Board,N,,,,,,
131,P777781,Potterton signal tube clear 315,Potterton,10.87,"This Potterton 315 clear signal tube is designed for use in the in the heat exchanger section of the Suprima boiler.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton signal tube clear 315,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/81/777781_wm.jpg,N,"60, 100L, 30L, 40L, 50L, 60L, 70L, 80L",Heat Exchanger,Suprima,114886,5102038,Tube,N,"40L,50L,60L,70L,80L,60,100L,30L",,,,,
132,P777275,Potterton screw m6x20 mchex,Potterton,3.8,"Potterton screw pack suitable for use in Solo IE ErP, Main HE A, Gold ErP, Kingfisher 2, Suprima, Main Heat ErP, Kingfisher MkII, Promax SL ErP, Promax SL, Kingfisher, Precision and Derwent units.  Spare screw packs, for assembling an appliance or holding it in place, are supplied in various sizes and groupings to suit different jobs and units.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton screw m6x20 mchex,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/75/777275_wm.jpg,N,"12 ErP IE, Main Heat Only 12 HE A, Main Heat Only 18 HE A, Gold Heat ErP 24, Cf80, 40, Main 24 Heat ErP, Gold Heat ErP 18, Rs100, Rs60 Mkii Ss, Promax SL Heat ErP 12, 60, Main 18 Heat ErP, Rs100 (Ttb), Rs80, Cf100 Mkii, Rs80 Mkii, 30 He Plus, Main 12 Hea",,"Solo IE ErP, Main HE A, Gold ErP, Kingfisher 2, Suprima, Main Heat ErP, Kingfisher MkII, Promax SL ErP, Promax SL, Kingfisher, Precision, Derwent",402989,633404,Screw,N,"12HE A,Cf100 Mkii,Pr,30 He Plus,Main 18 Heat ErP,15HE A,Main 24 Heat ErP,Rs100,Cf80 Mkii Ss,Gold Heat ErP 18,Promax SL Heat ErP 12,Rs100 (Ttb),Main 30 Heat ErP,Rs80 (Ttb),24HE A,RS 60,Cf100,Rs60 Mkii Ss,Cf100 Mkii Ss,Rs80 Mkii,24 ErP IE,Rs80",,,,,
133,P427780,Potterton flue seal,Potterton,7.17,"A Potterton replacement part, this seal fits the flue of ECOflo, MAXXflo EVO and Paramount Five boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton flue seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/80/427780_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Condensing_Boiler_Guide.pdf,,,,
134,P793482,Potterton dhw turbine cart assy 10ltr,Potterton,75.23,"This Potterton 10L DHW turbine cartridge assembly is compatible with Duo-tec Compact, Assure combi, Platinum Compact combi, Baxi 600 combi, Baxi 800 and Main Eco Compact boilers.  Part of the diverter valve, the flow turbine is used in a combi boiler system to direct water to the system’s radiators or to domestic hot water.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton dhw turbine cart assy 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/82/793482_wm.jpg,N,,N/A,N/A,n/a,7663533,Domestic Boiler Parts,N,,,,,,
135,P481530,Potterton electrode comes with gasket,Potterton,37.13,"This spark electrode is a spare part for Potterton Powermax boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton electrode comes with gasket,,Spark electrode;Gasket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/30/481530_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Powermax_140_155x_Installation.pdf,,,,
136,P410178,Potterton thermocouple,Potterton,78.2,"This Potterton thermocouple is suitable for installation in Multipoint and Multipoint ErP boilers.  Made of two metals, each producing a slight electrical charge when heated on one side, the thermocouple is involved in the opening and closing of the boiler's gas valve.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton thermocouple,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/78/410178_wm.jpg,N,"BF, BF ErP",Gas Assembly,MultipointMultipoint ErP,H12121,5110886,Thermocouple,N,"BF,BF ErP",,,,,
137,P452215,Potterton 8642228 air pressure switch,Potterton,114.53,"A genuine Potterton spare, this air pressure switch is suitable for use in the Potterton Suprima boiler.  The air pressure switch acts as a safety device, checking the fan within a boiler is working correctly and ensuring that, should it fail, there is no build up of unvented toxic gases. The PCB (printed circuit board) closely monitors the air pressure switch to ensure that it is fully functional before the unit is fired up, preventing the appliance from starting without one of its key safety features.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton 8642228 air pressure switch,,Pressure Switch,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/15/452215_wm.jpg,N,"30, 40, 50, 60, 70, 80, 100",Fan Combustion Chamber,Suprima,173156,642228,Pressure Switch,N,"100,80,70,60,50,40,30",,,,,
138,P775266,Potterton fan centrifugal,Potterton,193.46,"A genuine spare part, this fan is intended for use in Potterton's Suprima boiler  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly. As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton fan centrifugal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/66/775266_wm.jpg,N,"70, 80",Fan Combustion Chamber,Suprima,E01967,5000859,Fan,N,"80,70",,,,,
