,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Feature 1,Attachment 2,For Use With,Attachment 3,Feature 2,Feature 3,Range,Pack Quantity,Dimensions mm (H x W x D),Application
338,P722164,Ideal central heating pressure switch spring,Ideal,20.63,"An Ideal pressure switch spring for installation in Henrad, Mini, Europa, C80FF/95FF and Wickes boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal central heating pressure switch spring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/64/722164_wm.jpg,,N,"C 80FF, HE C24, C 32, 228, 224, C 28, S 28, 232, C 24, S 24, C95FF, C 95FF, C80FF, HE C28, HE C32, C80FF, C95FF",Fan Combustion Chamber,"Henrad, Mini, Europa, C80FF/95FF, Wickes",E00686,075422,Pressure Switch Spring,N,"C 24,C 32,HE C32,S 24,232,C80FF,224,S 28,C95FF,228,HE C24,C 28,HE C28",,,,,,,,,,
339,P498834,Ideal printed circuit board user controls harness kit,Ideal,23.79,"This Ideal printed circuit board kit is designed for use in Isar, Evo, Icos and Esprit 2 boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal printed circuit board user controls harness kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/34/498834_wm.jpg,,N,"HE 30, HE 30 + Programmer, M 30/100, HE 24, C22/30, System M 3080, HE 35, HE 24, C22/24, System HE 24, HE 35, C22/35, HE 24 + Programmer, HE 30, System HE 15, HE 35 + Programmer",Control Panel,"Isar, Evo, Icos, Esprit 2",E69344,171041,Printed Circuit Board Kit,N,"HE 30 + Programmer,C22/24,C22/35,HE 24 + Programmer,System M 3080,C22/30,M 30/100,HE 24,HE 35,System HE 24,HE 30,System HE 15,HE 35 + Programmer",,,,,,,,,,
340,P468506,Ideal 175605 flow regulator,Ideal,15.24,"This Ideal flow regulator is a part compatible with Independent, Logic, Logic+, Keston C, I-mini and Keston Combi boilers.  The bypass valve, or flow regulator, controls the direction and flow rate of fluid in heating and plumbing systems. These valves can act as checking valves, helping to prevent the drift of fluids into the wrong areas of a system.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 175605 flow regulator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/06/468506_wm.jpg,,N,"C30, 35, 0, 30, E 35, ESP 35, 35, E 30, ES 35, ESP 30, 30C, C35, 24, I-mini 30, 24, 0, 0, ES 24, ES 30, Combi 30, I-mini 24, C24, ESP 24, E 24, 30, Combi 35",Control Panel,"Independent, Logic, Logic+, Keston C, I-mini, Keston Combi",n/a,175605,Flow Regulator,N,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,
341,P405721,Ideal 173236 air pressure switch,Ideal,125.3,"This Ideal air pressure switch is designed for use in Europa and Mini boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 173236 air pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/21/405721_wm.jpg,,N,"232, HE C24, S 24, C 28, C 32, HE C28, HE C32, 224, C 24, 228, S 28",Fan Combustion Chamber,"Europa, Mini",169127,173236,Pressure Switch,N,"C 24,232,C 32,224,S 28,HE C32,228,S 24,HE C24,C 28,HE C28",,,,,,,,,,
342,P498841,Ideal return valve kit 22mm,Ideal,57.26,"This Ideal return valve kit includes a clip and washer and is designed for use in the isolation valve of Evo, Isar, Icos and Esprit 2 boilers.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal return valve kit 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/41/498841_wm.jpg,,N,"C22/30, HE 30, HE 24 + Programmer, M 30/100, HE 24, HE 30 + Programmer, System M 3080, HE 35, HE 24, C22/24, HE 35, C22/35, System HE 24, HE 30, System HE 15, HE 35 + Programmer",Isolation Valve,"Evo, Isar, Icos, Esprit 2",n/a,174560,Return Valve Kit,N,"HE 30 + Programmer,C22/24,C22/35,HE 24 + Programmer,System M 3080,C22/30,M 30/100,HE 24,HE 35,System HE 24,System HE 15,HE 30,HE 35 + Programmer",,,,,,,,,,
343,P406668,Ideal sealed chamber gasket kit,Ideal,21.68,"This useful gasket kit is designed for the casing of Ideal Mini and Europa boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal sealed chamber gasket kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/68/406668_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_mini_C24C28C32S24S28_Install.pdf,,,,,,,,,,,,,,,,,,,
344,P407134,Ideal 175932 combination kit 24,Ideal,36.29,"A combination kit for the PCB of Ideal's Independent, Logic, I-mini boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 175932 combination kit 24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/34/407134_wm.jpg,,N,"C30, C35, 35, I-mini 30, C24, ESP 24, ES 24, ES 35, E 24, E 30, ESP 35, E 35, ES 30, ESP 30, 30, 24, I-mini 24",Control Panel,"Independent, Logic, I-mini",H82276,175932,Combination Kit,N,"C 24,C30,E 35,E 24,24,35,C35,ES 35,ES 24,E 30,I-mini 30,I-mini 24,ESP 30,ESP 35,ESP 24,ES 30,30",,,,,,,,,,
345,P498825,Ideal seal kit,Ideal,22.22,"An Ideal seal kit for use in the heat exchanger of Elise, Evo, Icos, Isar, Esprit 2, Istor and Classic boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/25/498825_wm.jpg,,N,"H 15, C22/24, M 3080, HE 24, C22/35, HE 30, H 24, HE 15, HE 35, H 12, H 22, HE 24, HE 24 + Programmer, M 30/100, HE 260, C22/30, H 16, System M 3080, HE 325, M5080, H 19, System HE 15, M3050, HE 30, HE 35, HE 35 + Programmer, HE 24, HE 12, HE 18, System",Heat Exchanger,"Elise, Evo, Icos, Isar, Esprit 2, Istor, Classic",E68376,171014,Seal Kit,N,"C22/35,HE 24 + Programmer,C22/30,M 3080,M3050,HE 24,System HE 15,HE 35 + Programmer,H 12,H 16,H 15,H 19,HE 30 + Programmer,C22/24,System M 3080,HE 325,M 30/100,HE 260,HE 15,HE 12,HE 35,System HE 24,M5080,HE 30,H 22,H 24,HE 18",,,,,,,,,,
346,P462851,Ideal 111867 gas valve,Ideal,380.5,"This Ideal gas valve is suitable for Concord CX, Concord CXD, Concord CXS and Concord CXC boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 111867 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/51/462851_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Concord_CXDi_110_180_Install.pdf,,,,,,,,,,,,,,,,,,,
347,P461246,Ideal pilot burner injector,Ideal,16.86,"An Ideal part, this pilot burner injector kit can be fitted in Classic, Optia, Henrad and British/Scottish Gas units.  A pilot injector regulates the velocity at which gas allowed into the boiler’s burner or pilot assembly. This process makes sure that the system uses only the amount of gas necessary, saving on waste.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal pilot burner injector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/46/461246_wm.jpg,,N,"FF 250 P, FF 360 P, LX RS 245 P, RS 250, SE 18 FF (Silver), Slimline FF 360, Slimline SE 12 FF, FF 30, FF 2 100, FF 270, FF 275 P, FF 3100, FF 340 LF, FF 350, FF 360, LX FF 250 P, RS 50, SE 12 FF (Silver), SE 18 P FF (Silver), SE 21 FF, Slimline FF 230,",Gas Assembly,"Classic, Optia, Henrad, British/Scottish Gas",397925,171436,Pilot Burner Injector Kit,N,,,,,,,,,,,
348,P462210,Ideal user control heating house kit,Ideal,44.34,"This Ideal control heating housing kit is supplied with screws for easy fitting to the control panel of Esprit 2, Evo, Isar, Istor and Icos boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal user control heating house kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/10/462210_wm.jpg,,N,"HE 24, HE 35, C22/35, HE 24 + Programmer, HE 35, HE 325, HE 24, HE 35 + Programmer, C22/24, C22/30, System HE 15, System HE 24, HE 30 + Programmer, HE 30, HE 260, HE 30",Control Panel,"Esprit 2, Evo, Isar, Istor, Icos",H07776,173536,Heating House Kit,N,"C22/24,C22/35,HE 30 + Programmer,HE 24 + Programmer,C22/30,HE 325,HE 260,HE 35,HE 24,System HE 24,HE 30,System HE 15,HE 35 + Programmer",Domestic Boiler Parts,,,,,,,,,
349,P468471,Ideal gas injector pipe,Ideal,22.62,"An Ideal gas injector pipe for use in Esprit Eco, Exclusive, i Mini, Independent, Independent +, Logic+ Combi, Logic+ Heat, Logic+ System, Logic Code Combi, Logic Combi E, Logic Combi ES, Logic Heat, Logic System and Pro Combi Exclusive boilers.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal gas injector pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/71/NW-468471_wm.jpg,,N,Esprit Eco 24Esprit Eco 30Exclusive 24kwExclusive 30kwExclusive 35kwi mini 24i mini 30Independent C24Independent C30Independent C35Independent + C24Independent + C30Independent + C35Logic+ Combi 24Logic+ Combi 30Logic+ Combi 35Logic+ Heat 12Logic+ Heat 1,Gas Assembly,Esprit EcoExclusivei miniIndependentIndependent +Logic+ CombiLogic+ HeatLogic+ SystemLogic Code CombiLogic Combi ELogic Combi ESLogic HeatLogic SystemPro Combi Exclusive,n/a,175563,Gas Injector Pipe,N,,,,,,,,,,,
350,P703157,Ideal heat engine connector kit,Ideal,58.59,"This Ideal connector kit is a genuine spare for use in Logic and Logic+ boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal heat engine connector kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/57/703157_wm.jpg,,N,"Heat 18, Heat H 30, + Heat 18, Max Heat H 18, Max Heat H 24, Max Heat H 30, + Heat 30, + Heat H 12, + Heat H 30, Heat 24, Heat H 24, Max Heat H 15, + Heat 24, Heat 30, + Heat 12, Heat 12, Heat 15, + Heat H 24, Heat H 12, + Heat 15, Heat H 15, Heat H 18,",Heat Exchanger,LogicLogic+,n/a,176064,Connector Kit,N,"Heat 18,Heat 15,Heat 24,Heat 12,Heat 30",,,,,,,,,,
