,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,Attachment 1,By Model Number,Body Material,Attachment 2,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Pack Quantity,Range,Attachment 3,Range For Use With,Weight,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,For Use With
426,P128002,Vaillant basic room thermostat,Vaillant,25.14,"Easy to install and use, the Vaillant VRT 15 is a simple analogue room thermostat designed for use in conjunction with the timeSWITCH 160.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant basic room thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/02/128002_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Vaillant_vrt-15_Supplement.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,P475854,Vaillant 190717 pressure relief valve,Vaillant,49.95,"This Vaillant pressure relief valve is a replacement part suitable for use with THERMOcompact VU (fan-assisted) and TURBOmax VUW (fan-assisted) boilers.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 190717 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/54/475854_wm.jpg,N,"VU 142/1 E, VU 242/1 E, VU 182/1 E, VUW 242/1 E, VUW 282 E, VU 182 E, VU 242 E, VU 282 E, VU 282/1 E, VUW 242 E, VUW 282/1 E",Gas Assembly,"THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted)",190717,Pressure Relief Valve,N,,,"VU 182/1 E,VUW 282/1 E,VU 182 E,VU 242/1 E,VUW 242/1 E,VU 282/1 E,VU 142/1 E,VU 282 E,VUW 282 E,VU 242 E,VUW 242 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,P500168,Vaillant hinge,Vaillant,11.77,"A replacement hinge for the flue of Vaillant ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant hinge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/68/500168_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC_exclsv_832838_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,P501370,Vaillant pipe,Vaillant,16.5,"A Vaillant pipe for use in ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/70/501370_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTECpls824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,P501433,Vaillant chassis front insulation,Vaillant,11.78,"This Vaillant insulation is designed to prevent the escape of heat from the combustion chamber of ecoMAX VU (condensing) boilers.  The combustion chamber is a sealed box that contains the burner and electrodes along with combusted gases ready to be cleared by the appliance's fan.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant chassis front insulation,,Insulation,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/33/501433_wm.jpg,N,"ecoMAX pro 18 E VU 186-O, ecoMAX pro 28 E VU 286-O",Fan Combustion Chamber,ecoMAX VU (condensing),981336,Insulation,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,P504385,Vaillant bracket (Pack of 2),Vaillant,8.27,"This bracket is a genuine Vaillant spare part suitable for the brand's ecoTEC VU (condensing), ecoTEC VUW (condensing), VKK ecoCRAFT (condensing) and ecoTEC VUI (condensing) units.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant bracket (Pack of 2),,2x bracket;2x screws,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/85/504385_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoCRAFT_80_280_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,P501368,Vaillant 179033 pipe,Vaillant,20.68,"A Vaillant pipe for use in ecoTEC VU (condensing), ecoTEC VUW (condensing), Guernsey/Jersey only appliances (condensing) and ecoTEC VUI (condensing) boilers.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 179033 pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/501368_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTECpls824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,P475961,Vaillant back panel,Vaillant,26.42,"A genuine Vaillant replacement back panel for the casing of THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted) and aquaPLUS VUI (fan-assisted) boilers.  Casings vary from model to model, designed to suit different locations, offering differing levels of robustness and a variety of finishes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant back panel,,Black Panel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/61/475961_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_TURBOmaxTURBOmax_plus_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,P500356,Vaillant 981152 packing rings (Pack of 10),Vaillant,8.73,"This Vaillant pack of 10x sealing rings is suitable for the heat exchanger of COMBIcompact VCW (conventional flue), THERMOcompact VC (fan-assisted), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), VC-VCW (balanced flue), VC-VCW (conventional flue), MAG (conventional flue), THERMOcompact VC (conventional flue), ecoMAX VU (condensing), THERMOcompact VC-VCW (balanced flue), COMBIcompact VCW (fan-assisted), ecoMAX VUW (condensing) and VWS (heat pump hybrid) units.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 981152 packing rings (Pack of 10),,10x sealing rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/56/500356_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_Turboblock_Turbotop_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,P498904,Vaillant connection cable,Vaillant,17.41,"A Vaillant brand connection cable for use in the electrodes of THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted) and aquaPLUS VUI (fan-assisted) units.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant connection cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/04/498904_wm.jpg,N,"THERMOcompact 628 E VU 282/2-5 R3, TURBOmax plus 828 E VUW 282-5, TURBOmax plus 837 E VUW 362/2-5, TURBOmax pro 24 E VUW 242/2-3 R3, THERMOcompact 615 E VU 152, THERMOcompact 615 E VU 152/2-5, THERMOcompact 624 E VU 242/2-5 R2, THERMOcompact 628 E VU 282",Gas Assembly,"THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), aquaPLUS VUI (fan-assisted)",090915,Connection Cable,N,,,"THERMOcompact 620 E VU 202/2-5 R1,THERMOcompact 615 E VU 152/2-5 R1,THERMOcompact 620 E VU 202/2-5 R2,THERMOcompact 620 E VU 202/2-5,THERMOcompact 615 E VU 152,aquaPLUS VUI 362-7,THERMOcompact 615 E VU 152-5,THERMOcompact 6,THERMOcompact 615 E VU 152/2-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,P501126,Vaillant 0020135153 wiring harness,Vaillant,37.48,"A Vaillant wiring harness suitable for use in ecoTEC VUW (condensing) boilers.  These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020135153 wiring harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/26/501126_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoTEC_pro_plus_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,P475636,Vaillant actuator,Vaillant,87.0,"A genuine Vaillant part, this actuator is designed for use in the diverter valve section of ecoMAX VUW (condensing) boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/36/475636_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoMAX_613_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,P475779,Vaillant cable tree,Vaillant,81.85,"A Vaillant spare, this cable tree is specifically for TURBOmax VUW (fan-assisted) boilers.  Cables give the PCB complete control over the boiler's processes and safety protocols.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant cable tree,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/79/475779_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_Turboblock_Turbotop_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,P501384,Vaillant 193538 screws (Pack of 10),Vaillant,8.27,"This Vaillant screw pack contains ten screws suitable for the repair and installation of the casing of ecoTEC VU (condensing), ecoTEC VUW (condensing), ecoTEC VUI (condensing) and VWS (heat pump hybrid) boilers.  Spare screw packs, for assembling an appliance or holding it in place, are supplied in various sizes and groupings to suit different jobs and appliances.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 193538 screws (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/84/501384_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTECpls824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
