,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Colour,Diameter,Material,Size,Connection Type,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Connection Type 1,Depth (mm),Material Type,Warranty,Finish,Weight,Dimensions mm (H x W x D),Design Type,Shape,Fittings Included
492,P171886,"Fluidmaster Airgap 6000 bottom entry delayed plastic shanked fill valve 1/2""",Fluidmaster,19.23,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with plastic shank, bottom entry and delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Fluidmaster Airgap 6000 bottom entry delayed plastic shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/86/NW-171886_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PC93084,Ideal Standard basin inlet flow regulators 4l/pm,Ideal Standard,2.66,"Saving on water and energy while providing frustration-free water use, this Ideal Standard inlet flow regulator provides a constant flow rate at taps, showers and other outlets regardless of changes in demand or water pressure fluctuations between 1 and 10 bar.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard basin inlet flow regulators 4l/pm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/84/NW-C93084_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_L6935NU_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PJ78046,Grohe dual flush button,Grohe,63.64,"Elegantly designed with a chrome finish, this Grohe dual flush push button is compatible with the Eau2 old-style dual flush valve. Suitable for use in bathroom furniture with concealed cisterns and for in-wall installations, the button has an easy-clean finish and a reliable pneumatic mechanism, making it ideal for high traffic areas. This button requires a 16mm hole for use with its shroud or a hole of at least 35mm if used without the shroud.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Grohe dual flush button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/46/NW-J78046_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grohe_EnjoyWater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,P176370,"Essex Partners Fix-A-Tap sinks 30mm 1/2"" Pink/Stainless Steel",Essex Partners,9.6,This Essex Partners Fix-A-Tap fixing kit in pink is designed for use with stainless steel sink or basin taps.,"Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Essex Partners Fix-A-Tap sinks 30mm 1/2"" Pink/Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/70/NW-176370_wm.jpg,,Fix-A-Tap,N,30MM PINK,Fixing Kit,N,"Includes recessed plugs, plastic sleeves and brass washers","Quick, easy tap fixing",Stops rotation and prevents damage on removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PC93217,Ideal Standard supply pipe with nipples nickle set,Ideal Standard,8.57,This Ideal Standard inlet supply pipe in nickel is supplied complete with nipples.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard supply pipe with nipples nickle set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/17/C93217_wm.jpg,,,N,B960773AT,Inlet pipe,N,Complete set,Nickel finish,With nipples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PD30585,Ideal Standard shower flow regulator 8 liter per mtr,Ideal Standard,6.83,An Ideal Standard 8LPM flow regulator for shower outlets.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard shower flow regulator 8 liter per mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/85/NW-D30585_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_L6960_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PD63593,Ideal Standard Trevi shower diverter Chrome Plated,Ideal Standard,159.13,"Engineered for the non-residential sector, the Ideal Standard Trevi lever operated shower diverter is suitable for balanced and unbalanced low or high water pressure systems. Finished in chrome, this diverter has a bold, designer look.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Trevi shower diverter Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/93/NW-D63593_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_L6919_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PC42667,Bristan 5412 X-TOP bib taps up stands 150mm Chrome Plated (Pair),Bristan,119.65,Ensure your project is given the perfect finishing touch with our range of Accessories,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Bristan 5412 X-TOP bib taps up stands 150mm Chrome Plated (Pair),,1 x Bib Taps;2 x White Plastic Washers;2 x Black Rubber Washers;2 x Black Plastic Nuts;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/67/NW-C42667_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Up_Stands_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C42667_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PC31300,Ideal Standard Orion seat hinges White,Ideal Standard,13.53,"This Ideal Standard Orion replacement toilet seat and cover hinge set in white is compatible with Orion, Raphael, Richmond and Saturn loo seats.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Orion seat hinges White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/50/B87750_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PB90450,Thomas Dudley Phantom concealed side inlet cistern excluding lever,Thomas Dudley,103.35,The water saving Thomas Dudley Phantom concealed cistern with side inlet and outlet includes a Turbo 88 duo flush siphon for full and reduced flushing options. The Phantom's high impact polystyrene build is robust and suitable for low level concealed installations.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Phantom concealed side inlet cistern excluding lever,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/50/B90450_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Mirage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PC93102,Ideal Standard Markwik tap head works with no finish,Ideal Standard,113.65,"Easy to install, this Ideal Standard Marwik headwork valve pack is finish-free.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Markwik tap head works with no finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/02/NW-C93102_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PN66495,"Ideal Standard i.Life S toilet seat and cover, compact, slow close",Ideal Standard,89.44,"Designed to fit i.Life A and S toilet bowls, this Ideal Standard i.Life S toilet seat and cover has a smart compact design to suit smaller toilets in bathrooms with less square footage. Square-shaped, this neat loo seat and lid has a soft close mechanism so it won't slam or trap fingers.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard i.Life S toilet seat and cover, compact, slow close",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/95/N66494_N66495_wm.jpg,,i.Life S,N,T532901,Toilet Seat,N,For i.Life A and S WC bowls,Soft close,With cover,Bottom fix hinge,,,,Plastic construction,White finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PC93246,Ideal Standard Markwik 21 lever handle for sequential hospital mixer tap,Ideal Standard,29.58,"Safe and user-friendly for hospital settings, this Ideal Standard Markwik 21 lever handle is compatible with the brand's Marlwik 21 hospital use thermostatic mixer tap.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Markwik 21 lever handle for sequential hospital mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/46/NW-C93246_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Markwik21_A6060AA_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_May_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik_21_A6242_TMixer_Install.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik21_Install.pdf,,,,,,,,,,,,,,,,,,,,
505,PD77088,Bristan Eco flow limiting aerator 3.5ltr/min,Bristan,14.51,This Bristan Eco dark blue 3.5LPM flow limiting aerator with adapter is for M24 tap spouts.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Bristan Eco flow limiting aerator 3.5ltr/min,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/88/D77088_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_ECO_FlowRegulators_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,P176373,"Essex Partners Fix-A-Tap bath tap repair kit 37mm 3/4"" Green/Polished Steel",Essex Partners,9.6,"This Essex Partners Fix-A-Tap bath tap repair kit is designed for 3/4"" bath taps.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Essex Partners Fix-A-Tap bath tap repair kit 37mm 3/4"" Green/Polished Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/73/NW-176373_wm.jpg,,Fix-A-Tap,N,37MM GREEN,Repair Kit,N,"Includes recessed plugs, plastic sleeves and brass washers","For 3/4"" bath taps or mixer","Easy, quick use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PD58959,Roca A8900950W1 in-wall dual flush plate Chrome,Roca,41.76,"Designed for use with concealed toilet cisterns, this Roca chrome finish dual flush plate is intended for neat in-wall installation.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Roca A8900950W1 in-wall dual flush plate Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/59/D58959_wm.jpg,,,N,A8900950W1,Dual Flush Plate,N,Two buttons for dual flush,Suitable for use in public bathrooms,Chrome finish,For use on concealed cisterns,,,,For in-wall installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PC98079,Ideal Standard Ecotherm S/HAM thermostatic cartridge,Ideal Standard,57.84,"Made entirely of brass, this Ideal Standard Ecotherm 58 x 54mm thermostatic cartridge offers a screw with thread and one tier of splines.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Ecotherm S/HAM thermostatic cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/79/NW-C98079_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/AS_Ceratherm_100_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PC24909,"Ideal Standard swivel plug waste 1.1/4"" Chrome Plated",Ideal Standard,62.69,"This Ideal Standard swivel plug waste in brass with a chrome finish is designed for use in schools, hotels, office and leisure facilities.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard swivel plug waste 1.1/4"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/09/NW-C24909_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PD53176,Aqualisa Mian rectangular single outlet wall plate 200mm,Aqualisa,101.08,This Aqualisa rectangular 200mm single outlet wall plate is finished in chrome.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Aqualisa Mian rectangular single outlet wall plate 200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_r/nd/SDCV.TRM1.RND_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Mian_Shower_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PE98146,Vado round bottle trap and pipe 1.1/4in x 35mm Chrome,Vado,80.01,"This Vado 1 1/4"" x 35mm round bottle waste trap for basins is finished in a smart, high-shine chrome to help it blend seamlessly into most modern bathrooms.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Vado round bottle trap and pipe 1.1/4in x 35mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/46/E98146_wm.jpg,,,N,WG-461/RO-CP,Bottle Trap,N,Brass construction,Chrome finish,Bottle-type,,,,,,,,,,,,,,,,,,Chrome,,Brass,,,,,,,,385,,,,,65 x 95 x 385mm,,,
512,PC02573,"Grohe therm compact cartridge 1/3""",Grohe,80.14,"Offering both convenience and safety, this Grohe 1/2"" thermostatic compact cartridge with wax thermoelement includes a TurboStat to maintain the chosen temperature.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Grohe therm compact cartridge 1/3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/73/NW-C02573_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C02573_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grohe_EnjoyWater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PC93214,Ideal Standard Avon push button,Ideal Standard,17.05,An Ideal Standard chrome push button.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Avon push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/14/NW-C93214_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_B8264AA_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PD08204,Roca In-Wall roca basic tank compact ag,Roca,99.4,"The Roca In-Wall basic tank with AG valve (80mm cistern) concealed cistern is suitable for use with back-to-wall WCs. Highly efficient, this in-wall cistern measures a neat 680 x 480 x 78mm and offers a dual flush mechanism.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Roca In-Wall roca basic tank compact ag,,Basic tank;AG valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/04/NW-D08204_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D08204_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Basic_Tank_Compact_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D08204_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PN66499,Ideal Standard I.Life B close-coupled open bowl 360x665x790 mm White Gloss,Ideal Standard,174.9,"A designer choice for a modern bathroom, the Ideal Standard iLife B close-coupled open WC bowl is manufactured in robust vitreous china with a glossy white finish. Part of a broad collection complete with furniture units, soft close toilet seats and more, this toilet pan can form part of a stylish matching suite.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard I.Life B close-coupled open bowl 360x665x790 mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/99/N66499_wm.jpg,,i.Life B,N,E260901,Close Coupled,N,Designed by Palomba Serafini Associati,Slow close seat option,Quick release seat for ease of cleaning,Water efficient design,,,,RimLS+ flush technology,Dedicated furniture unit available,Vitreous china construction,White gloss finish,Horizontal outlet,With fixings,Lifetime warranty,,,,,,,White/Gloss,,Vitreous China,,,,,,,,,,Lifetime,,,,Palomba Serafini Associati,Round / Curved,Yes
516,PC36920,DEVA 1/5IN BATH FILL O/FLOW & WASTE,Deva,112.07,"This Deva 1 1/2"" bath filler tap overflow and waste is for use with a concealed valve.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> DEVA 1/5IN BATH FILL O/FLOW & WASTE,,Overflow;Waste;Flexible plastic pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/20/C36920_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Deva_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
