,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Quantity,For Use With,Attachment 2,Attachment 3,Attachment 4,Range
292,P440312,Glow-worm S202605 electrode,Glow-worm,26.2,"This Glow-worm brand ignition spark electrode is a replacement part for Buckingham III, Cast Iron and Hideaway boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm S202605 electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/12/440312_wm.jpg,,N,"50 CF, BBU 56F, 60 BF, 60 CF, 70 CF, 70 OF, 80 BF, BBU 45F, 100 BF, 100 CF, 120 OF, 50 BF, 60 OF, 80 OF, 100 CF, 60 BF, 80 BF, 120 CF, BBU 52, 40 BF, 90 BF, 40 BF, 70 BF, 70 CF, 40 CF, 70 BF, 80 CF, BBU 56, 120 BF, 50 CF, 80 CF, 90 OF, 120 BF, 40 CF, 50",Gas Assembly,"Buckingham III, Cast Iron, Hideaway",,"120 CF,BBU 56F,70Cf,BBU 45,50Cf,80 BF,40 OF,100 BF,40 BF,120 OF,BBU 52,80Cf,120 BF,BBU 45F,70 OF,60Cf,BBU 56,60 BF,40Cf,50 BF,60 OF,70 BF,80,50 OF,100Cf,100 OF",S202605,Electrode,N,,,,,,,,
293,P410625,Glow-worm plate to plate - 28kw,Glow-worm,227.57,"A Glow-worm heat exchanger suitable for Betacom boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm plate to plate - 28kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/25/410625_wm.jpg,,N,"Betacom 24C, Betacom 30C",Heat Exchanger,Betacom,724093,"Betacom 30C,Betacom 24C",0020061615,Heat Exchanger,N,,,,,,,,
294,P443720,Glow-worm 801672 O ring,Glow-worm,8.53,"An official Glow-worm branded spare, this O-ring is suitable for use in the heat exchanger of Eden, Flexicom, SXI and CXI boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 801672 O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/20/443720_wm.jpg,,N,"Cb, 30SX, 18SXI, 24CXI, 30CXI, 24CX, 18SX, 38CXI, Sb, 30CX, 35CX, 30SXI",Heat Exchanger,"Eden, Flexicom, SXI, CXI",E88842,"24CX,35CX,18SXI,30SXI,30CXI,30SX,30CX,38CXI,24CXI,18SX,Sb,Cb",801672,O-Ring,N,,,,,,,,
295,P410659,Glow-worm 0020118654 O rings (10),Glow-worm,8.47,"This Glow-worm 10 piece O-ring pack is for use in the heat exchanger of Betacom boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020118654 O rings (10),,10x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/59/410659_wm.jpg,,N,"Betacom 30C, Betacom 24C",Heat Exchanger,Betacom,726953,"Betacom 30C,Betacom 24C",0020118654,O-ring Pack,N,,,10,,,,,
296,P440923,Glow-worm control thermostat,Glow-worm,47.28,"This Glow-worm thermostat is designed for Ultimate, Protherm and Ikon boilers.  The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm control thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/23/440923_wm.jpg,,N,"60FF HONEYWELL, 120 FF, 60-80 CI, 100 FF, 60-80 CI From Ser No.0204001, 60-80 CI From Ser No.0104001, 60FF LPG, 60FF S.I.T, 80FF, 100 FF, 60FF, 70FF, 80FF, 60-80 CI, 70FF, 80FF LPG",Control Panel,"Ultimate, Protherm, Ikon",793746,"70FF,60FF HONEYWELL,80FF LPG,80 FF,60FF,60-80 CI From Ser No.0204001,60FF S.I.T,120FF,100 FF,60-80 CI From Ser No.0104001,60FF LPG,60-80 CI",S800850,Thermostat,N,,,,,,,,
297,P442164,Glow-worm jig boiler washer (Pack of 50),Glow-worm,32.2,"A pack of 50x Glow-worm brand replacement washers for use in Eden, C-CI, SXI, SI, CXI and Xtramax boilers.  Washers, along with O-rings and gaskets, are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm jig boiler washer (Pack of 50),,50x washers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/64/442164_wm.jpg,,N,"Sb, 30CI PLUS, Cb, 30SXI, 23C, 30SI, 35CI, 24CXI, Xtramax HE, 30CI, 18SI, 24CI, 30CXI, 38CXI, 18SXI",Hydraulics,"Eden, C-CI, SXI, SI, CXI, Xtramax",E91970,"30CI PLUS,23C,30SXI,38CXI,18SI,24CXI,Sb,18SXI,30CXI,30CI,Xtramax HE,30 Si,35CI,Cb,24CI",2000801863,Washer,N,,,Pack of 50,,,,,
298,P442590,Glow-worm O ring flue silicone seal Red,Glow-worm,8.53,"This Glow-worm O-ring is a replacement part suitable for the flue of Micron boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm O ring flue silicone seal Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/90/442590_wm.jpg,,N,"60FF, 70FF, 50FF, 80FF, 30FF, 30FF, 50FF, 60FF, 70FF, 40FF, 80FF, 40FF",Flue,Micron,S212327,"70FF,60FF,80 FF,50FF,40FF,30FF",S212327,O-Ring,N,,,,,,,,
299,P441614,Glow-worm 800272 overheat thermostat,Glow-worm,77.4,"This Glow-worm thermostat is designed for Economy Plus, Fuelsaver UFB, Protherm, Ultimate, Xeon, Ikon and Micron boilers.  The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 800272 overheat thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/14/441614_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow-worm_Ultimate_100_FF_Install.pdf,,,,,,,,,,,,,,,,,
300,P109262,Glow-worm wireless outdoor sensor,Glow-worm,67.2,Improve the efficiency of your heating system with this Glow-worm outdoor sensor. This easy-install accessory accurately measures the temperature outside the home and adjusts the heating system to provide comfortable heat as needed.,Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm wireless outdoor sensor,,Outdoor Sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/62/109262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow-worm_Outdoor_Sensor_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/92/62/109262.pdf,,,
301,P109297,Glow-worm smart wiring centre2,Glow-worm,95.55,"A genuine Glow-worm part, this 2 zone smart wiring centre allows the user to control up to two heating zones and a DHW cylinder via intelligent Glow-worm controls.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm smart wiring centre2,,Smart wiring centre,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/97/109297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Glow-worm_Climapro1_RF_Technical.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow-worm_SmartWiringCenter_Install.pdf,,,
302,P410561,Glow-worm hydroblock,Glow-worm,144.87,"A Glow-worm hydroblock diverter valve for use in Ultracom2 boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm hydroblock,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/61/410561_wm.jpg,,N,"30 SXi, 24 CXi, 30 CXi, 12 SXi, 18 SXi, 35 CXi",Diverter Valve,Ultracom 2,H82905,,0020097205,Hydroblock,N,,,,,,,,
303,P441819,Glow-worm pump motor with hub and gasket and terminal box,Glow-worm,230.26,"A Glow-worm part, this pump motor with hub, gasket and terminal box is compatible with Compact and SD boilers.  The pump moves heated water around a boiler, via the heat exchangers and into the radiators or hot taps. The pump is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm pump motor with hub and gasket and terminal box,,Pump headGasket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/19/441819_wm.jpg,,N,"60SS, 75E, 100SS, 80E, 100E, SB30E",Pump,"Compact, SD",E27174,"100E,60SS,80 E,75E,100SS,SB30E",S801184,Terminal,N,,,,,,,,
304,P442572,Glow-worm case seal side,Glow-worm,8.79,"This Glow-worm side case seal is a replacement casing part for Micron boilers.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm case seal side,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/72/442572_wm.jpg,,N,"50FF, 30FF, 50FF, 60FF, 30FF, 60FF, 40FF, 40FF",Casing,Micron,E24822,"60FF,50FF,40FF,30FF",S212311,Case Seal,N,,,,,,,,
305,P442186,Glow-worm o-ring for pipe (Pack of 20),Glow-worm,15.56,"This Glow-worm 20 piece O-ring pack is for use in the heat exchanger of C-CI, Ultracom2, Xtrafast, Xtramax, Eden, Envirosorb, Energy, SXI, Miscellaneous, Betacom and CXI boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm o-ring for pipe (Pack of 20),,20x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/86/442186_wm.jpg,,N,"23C, 30 SXi, 120, Xtramax, Xtramax HE, Sb, 35 CXi, 2000, 96, 30CI PLUS, Envirosorb 5, 12 SXi, Cb, 35 Store, 30SXI, 18 SXi, 35CI, Hydraulic Module HB, 30 CXi, 96, Betacom 24, Betacom 30, 24CXI, 30CXI, 24CI, 30CI, 38CXI, 18SXI, 24 CXi, 35 Store, 120",Heat Exchanger,"C-CI, Ultracom2, Xtrafast, Xtramax, Eden, Envirosorb, Energy, SXI, Miscellaneous, Betacom, CXI",E88841,"Envirosorb 5,Betacom 24,Hydraulic Module HB,30CI PLUS,23C,30SXI,38CXI,12 SXi,2000,35 Store,24CXI,120,Sb,18SXI,30CXI,Xtramax,30CI,Xtramax HE,35 CXi,96,Betacom 30,Cb,24CI,35CI",2000801948,O-ring Pack,N,,,Pack of 20,,,,,
