,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Connection Size,Operator Type,Type,Colour,Connection Type,Material Type,Warranty,Material,Size,Range,Body Material,Grade,Diameter,Operating Temperature,Feature 7,Feature 8,Finish,Length (M),Pack Quantity,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Connection Type 1,Connection Type 2,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Gender,Seat Material,Weight,Thickness,Single / Double,Thread Size,Standards,Number of Ports,Seal Material,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
305,PK72680,Keraflo Aylesbury K type float valve (standard flow) 50mm,Keraflo,623.0,"This Keraflo Aylesbury K-type delayed action float valve with 50mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Keraflo Aylesbury K type float valve (standard flow) 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/80/NW-K72679_K72680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_K_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,
306,PK11487,Crane D138 check valve (BSP) PN25 40mm Bronze,Crane,444.59,"The Crane D138 PN25 40mm check valve has a 1 1/2"" BSP tapered female connection. This non-return valve is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane D138 check valve (BSP) PN25 40mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/88/NW-K11487_K11488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_KM-07296_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D138_Check_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_J1483_Check_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
307,P170912,Pegler Prestex copper x copper brass ball valve 28mm Blue,Pegler,44.41,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 28mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex copper x copper brass ball valve 28mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/12/NW-170907_170912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PK84081,Socla EA453 single check valve PN16 DN80,Socla,605.62,"Certified to NF anti-pollution norms, the Socla PN16 DN80 non-return valve EA 453 is designed for the protection of drinking water against polluted backflow with no recognised toxic or microbiological risk to human health. This single check valve is especially well suited for mounting after a water meter.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Socla EA453 single check valve PN16 DN80",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/83/NW-K84081_K84083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Socla_EA453_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PC50656,"Tesla gas meter fitting washer 1""",Tesla,0.2,"Made of tough brass, this Tesla 1"" gas meter fitting washer is fitted with a threaded connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Tesla gas meter fitting washer 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/56/C50656_wm.jpg,,,N,GAS METER,N,Manufactured in robust brass,"Hardwearing, reliable design",Threaded connection,Manufactured to meet European standards,,,,,Washer,,Threaded,,,Brass,1 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,P170915,Pegler Prestex copper x copper brass ball valve 28mm Red,Pegler,44.41,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 28mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex copper x copper brass ball valve 28mm Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/18/NW-170913_170918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,P172000,"Pegler Prestex drain cock 1/2"" Brass",Pegler,14.77,"This Pegler Yorkshire Prestex gunmetal drain cock acts as a draw-off point in a pipe, tank or system. Suitable for copper or stainless steel, this cock is installed via a 1/2"" male taper threaded x barbed connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex drain cock 1/2"" Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/00/NW-172000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/PYorkshire_PrestexV&F_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PK72674,Keraflo Aylesbury K type float valve 25mm,Keraflo,312.0,"This Keraflo Aylesbury K-type delayed action float valve with 25mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Keraflo Aylesbury K type float valve 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/74/NW-K72674_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_K_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,
313,P170911,Pegler Prestex copper x copper brass ball valve 22mm Blue,Pegler,31.39,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 22mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex copper x copper brass ball valve 22mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/12/NW-170907_170912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PC51145,Salvus Gas hoses gas hose with straight micropoint and angled socket 1.25M,Salvus,22.79,"Made of steel with a polymeric coating, this Salvas 1.25M length gas hose is fitted with a 1/2"" straight micropoint and angled socket. Gas approved, it is suitable for use with micropoint cooker sockets.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Salvus Gas hoses gas hose with straight micropoint and angled socket 1.25M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/45/C51145_wm.jpg,,,N,BFGHENSMAS-125,N,"Universal fuel, suitable for natural gas and LPG",Tested to 650°C,Self-sealing angled bayonet socket,Accepts micropoint hose,Manufactured to BS EN 15069,BSI and CE Approved (KM702966),,,,,,,,,,Gas hoses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,P537463,"Masefield drop arm for float valve 1"" (5)",Masefield,94.21,"Ensuring the correct air gap is achieved, this Masefield drop arm and adapter helps to prevent backflow, keeping the clean water supply from becoming contaminated. Made using all high-quality materials, this version has a 7/16"" BSW connection to suit all float-operated piston type valves.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield drop arm for float valve 1"" (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/64/NW-537463_537464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/22/Masefield_Beta_Valve_Brochure_2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,P172104,"Midland Brass screwed drian cock (Type-A) 1/2"" Chrome (1)",Midland Brass,3.96,"This Midland Brass brass drain cock provides a handy draw-off point in a pipe, system or tank. It is installed with a 1/2"" threaded connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass screwed drian cock (Type-A) 1/2"" Chrome (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/04/NW-172104_wm.jpg,,,N,MBFDOCTACP-D,N,Brass construction,Metallic finish,12 month warranty,,,,1/2 inch,,Drain Cock,,Threaded,,,,,,,CW617N,,,,,,,1,,,,,,,,,,,,,80.00000,,,,,,,,,,,,,
317,PK16997,"Crane Automatic Air Vent D2003 automatic air vent PN10 1.2"" Brass",Crane,232.37,"Made of brass and with an EPDM seal, this Crane 1/2"" PN10 automatic air vent is supplied with BSP male parallel thread connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane Automatic Air Vent D2003 automatic air vent PN10 1.2"" Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/97/NW-K16997_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/K16997_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/K16997_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,P171196,"Pegler Prestex equilibrium float valve 2.1/2""",Pegler,769.11,"This high quality Pegler Prestex Type A 2 1/2"" equilibrium float valve is fitted with a polyethylene x plain tail for copper.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex equilibrium float valve 2.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/hr/78701161_901__520012_HR_wm.jpg,,,N,520300,N,Tried and tested design,Suitable for domestic use,Manufactured to BS EN 1254 and  BS 864 Part 2,For use with copper tube to BS EN 1057:1996 or stainless steel tube to BS 4127-2:1994,,,,,,,Compression,,,,,Prestex,,,2.1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,P505458,"Navigator MSL brass hexagon nipple 3/8""",Navigator MSL,1.67,"Manufactured in robust brass, this Navigator MSL 3/8"" threaded hexagonal nipple is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass hexagon nipple 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/58/505458_wm.jpg,,,N,CMBRHN-C,N,Suitable for use in hot and cold water,Brass construction,Self colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,P173005,"Masefield float - max 37c 6 x 5/16"" Copper (10)",Masefield,28.59,"Made of copper, this Masefield 6"" soldered ball float is designed for cold water use only. It is supplied with a BSW stud connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield float - max 37c 6 x 5/16"" Copper (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/05/NW-173005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Masefield_Ball_Valve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/22/Masefield_Beta_Valve_Brochure_2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,P171007,"Masefield Beta high pressure seat ball valve (part1) 1.1/4"" Bronze (10)",Masefield,227.05,"Made of brass and with BSP connections, this Masefield Beta 1 1/4"" high pressure seat ball valve is highly reliable. Lever-operated, this valve is supplied with a removable seat and tail with spares and washers readily available for ease of maintenance, even years down the line.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield Beta high pressure seat ball valve (part1) 1.1/4"" Bronze (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/09/NW-171007_171009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,P505414,"Navigator MSL brass hexagon bush 1 1/4"" x 1/2""",Navigator MSL,7.35,"Manufactured in robust brass, this Navigator MSL 1 1/4 x 1/2"" threaded hexagonal bush is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass hexagon bush 1 1/4"" x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/19/505419_wm.jpg,,,N,CMBRBUSH-GD,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,P505439,"Navigator MSL msl brass threaded flanged plug 1 1/2""",Navigator MSL,9.04,"Manufactured in robust brass, this Navigator MSL 1 1/2"" threaded flanged plug is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL msl brass threaded flanged plug 1 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/505434_wm.jpg,,,N,CMBRFP-H,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,P505453,"Navigator MSL brass barrel nipple 1 1/2""",Navigator MSL,11.96,"This Navigator MSL 1 1/2"" barrel nipple is manufactured in tough brass.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass barrel nipple 1 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/53/505453_wm.jpg,,,N,CMBRBN-H,N,Brass construction,Self colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PK72679,Keraflo Aylesbury float valve 40mm,Keraflo,534.0,"This Keraflo Aylesbury K-type delayed action float valve with 40mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Keraflo Aylesbury float valve 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/80/NW-K72679_K72680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_K_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,
